distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
17/9/2013,17.0,17/9/2013,17/9/2013,,BLACKTAIL UNIT,,14,588,2013-03-9591,,,,,,,,,NO,,
19/9/2013,19.0,19/9/2013,19/9/2013,,J. B. GOLDSMITH BATTERY 1  COMM# 06-0152M,,75,3150,2013-06-9494,,,,,,,,,NO,,
21/9/2013,21.0,21/9/2013,21/9/2013,,CASTLEBERRY LINE,,0,0,2013-6E-2687,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
22/9/2013,22.0,22/9/2013,22/9/2013,,CARTHAGE GU 17,,300,12600,2013-06-9626,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
8/10/2013,8.0,8/10/2013,8/10/2013,,S. T. BUIE,,APPROX 2BBL,84,2013-06-10320,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
14/10/2013,14.0,14/10/2013,14/10/2013,0,SAND FLAT UNIT  (CENTRAL TANK BATTERY),,20,840,2013-06-10515,0,,,,,,,,NO,,
15/10/2013,15.0,15/10/2013,15/10/2013,,CGU 27-53HH,,19,798,2013-06-10581,,,,,,OPERATOR,,,NO,,
28/10/2013,28.0,28/10/2013,28/10/2013,100,LLC,,MECHANICAL FAILURE,MECHANICAL FAILURE,2013-6E-3059,1,,,,,,4,4,,,
1/11/2013,1.0,1/11/2013,1/11/2013,,HYLYN BROOKE SWD,,223,9366,2013-06-11253,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24/11/2013,24.0,24/11/2013,24/11/2013,,KNIGHT STRONG SWD # 1,,,,2013-06-12065,,,,,,,,,NO,,
28/11/2013,28.0,29/11/2013,29/11/2013,,ANDERSON PIT,,0,0,2013-6E-3381,,,,,,,,,YES,,
29/11/2013,29.0,29/11/2013,29/11/2013,45,DEVON ENERGY PRODUCTION CO,,MECHANICAL FAILURE,MECHANICAL FAILURE,2013-06-12197,,,,,,40,,,,,
3/12/2013,3.0,3/12/2013,3/12/2013,336,LLC,,MECHANICAL FAILURE,0,2013-6E-3408,0,,,,,,4,,YES,,
13/12/2013,13.0,13/12/2013,13/12/2013,75,TGGT HOLDING,,MECHANICAL FAILURE,MECHANICAL FAILURE,2013-06-12707,,25.0,,,,,1,1,,,
29/11/2013,29.0,29/11/2013,29/11/2013,840,FISHER,,UNKNOWN,0.5,2013-6E-3383,21,,,,,,,,?,,
,,,,,,,,,,,,,,,,,,,,
30/12/2013,30.0,30/12/2012,30/12/2012,,C G U 27,,,,2013-06-13121,3,,,,,,,,,,
4/1/2014,4.0,6/1/2014,6/1/2014,630,SAMSON LONE STAR,,HUMAN ERROR,10,2014-06-81,420,,,,,,1,,NO,,
7/1/2014,7.0,7/1/2014,7/1/2014,4200,HOOKER,,WEATHER,3,2014-06-90,126,,,,,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
13/1/2014,13.0,13/1/2014,13/1/2014,2940,SAMSON LONE STAR,,CORROSION,0,2014-06-307,0,0.0,,,,,4,,YES,,
12/1/2014,12.0,13/1/2014,13/1/2014,,MCGREDE -A-,,,,2014-6E-100,,,,,,,,,YES,,
12/2/2014,12.0,19/2/2014,19/2/2014,,FLANAGAN,,10,420,2014-06-2042,,,,,,,,,NO,,
23/2/2014,23.0,24/2/2014,24/2/2014,,SNAVELY HEIRS -B- WELL #42,,5,210,2014-6E-543,,,,,,,,,YES,,
24/2/2014,24.0,24/2/2014,24/2/2014,,CL STILL,,~10,420,2014-6E-553,,,,,,,,,YES,,
1/3/2014,1.0,1/3/2014,1/3/2014,10500,SOUTHWEST OPERATING,,MECHANICAL FAILURE,10,2014-06-2496,420,0.0,,,,,4,,YES,,
4/3/2014,4.0,4/3/2014,4/3/2014,100-110,TREK RESOURCES,,MECHANICAL FAILURE,MECHANICAL FAILURE,2014-06-2536,41927,,,,,,1,1,,,
4/3/2014,4.0,4/3/2014,4/3/2014,4200,INC.,,MECHANICAL FAILURE,4,2014-6E-657,168,,,,,,4,,YES,,
4/3/2014,4.0,4/3/2014,4/3/2014,,NEW HOPE,,,,2014-06-2539,12,,,,,,,,NO,,
4/3/2014,4.0,4/3/2014,4/3/2014,~150,EOG RESOURCES,,,,2014-09-3486,,,,,,,,,,,
5/3/2014,5.0,5/3/2014,5/3/2014,2100,LLC,,CORROSION,50,2014-6E-663,2100,,,,,,4,,YES,,
6/3/2014,6.0,7/3/2014,7/3/2014,6300,INC.,,,7,2014-06-2654,294,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/4/2014,22.0,22/4/2014,22/4/2014,4200,LLC,,MECHANICAL FAILURE,,2014-6E-1210,,,,,,,4,,YES,,
29/4/2014,29.0,29/4/2014,29/4/2014,,O'DONNELL #4,,3,126,2014-6E-1296,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
2/5/2014,2.0,2/5/2014,2/5/2014,,FLANAGAN,,,,2014-06-4597,,,,,,,,,YES,,
29/5/2014,29.0,29/5/2014,29/5/2014,,CLAYTON YOUNG,,TOT 25/OIL & H2O,525,2014-6E-1607,,,,,,,,,NO,,
11/6/2014,11.0,11/6/2014,11/6/2014,~ 3,LLC,,STUFFING BOX,STUFFING BOX,2014-6E-1743,~ 0.5,,,,,,1,1,,,
21/6/2014,21.0,23/6/2014,23/6/2014,,H. LARUE,,,,2014-06-6323,,,,,,,,,,,
29/6/2014,29.0,29/6/2014,29/6/2014,840,LLC,,MECHANICAL FAILURE,20,2014-6E-1884,840,,,,,,1,,,,
29/6/2014,29.0,29/6/2014,29/6/2014,29400,LLC,,MECHANICAL FAILURE,,2014-6E-1900,,,,,,,3,,,,
5/7/2014,5.0,5/7/2014,5/7/2014,,SHELL-KING PIT,,,,2014-6E-1954,,,,,,,,,,,
15/7/2014,15.0,15/7/2014,15/7/2014,17,INC.,,MECHANICAL FAILURE,MECHANICAL FAILURE,2014-06-6912,5,,,,,,1,1,,,
20/7/2014,20.0,20/7/2014,20/7/2014,,TALCO WEST UNIT,,25,1050,2014-06-7171,,,,,,,,,YES,,
25/7/2014,25.0,28/7/2014,28/7/2014,,GOLDSMITH. J. B.,,100,4200,2014-06-7403,,,,,,,,,NO,,
29/7/2014,29.0,29/7/2014,29/7/2014,840,WATSON,,MECHANICAL FAILURE,200,2014-06-7452,8400,,,8400,,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
26/8/2014,26.0,26/8/2014,26/8/2014,,SCHNEIDER (BUDA) UNIT,,~10,420,2014-06-8490,,,,,,,,,YES,,
2/9/2014,2.0,2/9/2014,2/9/2014,,LAKE GAS UNIT 1 WELL # 1-2,,42 BBL,1764,2014-06-8775,,,,,,,,,NO,,
15/9/2014,15.0,15/9/2014,15/9/2014,~100,LLC,,INTERNAL CORROSION,CORROSION,2014-6E-2660,~8,,,,,,3,3,,,
15/9/2014,15.0,15/9/2014,15/9/2014,239400,HUFFMAN,,CORROSION,,2014-06-9225,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20/10/2014,20.0,20/10/2014,20/10/2014,,HUFFMAN-SMITH  #5H,,,,2014-06-10811,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
5/12/2014,5.0,5/12/2014,5/12/2014,,MEMPHIS COMPRESSOR STATION,,,,2014-06-12613,~30BBL,,,,,,,,NO,,
8/12/2014,8.0,8/12/2014,8/12/2014,~60BBL,LLC,,CURRENTLY UKN,UNKNOWN,2014-06-12642,~80BBL,,,,80BBL,20BBL,1,1,,,
13/12/2014,13.0,13/12/2014,13/12/2014,25200,XTO Energy (ExxonMobil subsidiary),,,~20BBL,2014-06-12985,840,,,,,,2,,NO,,
9/1/2015,9.0,9/1/2015,9/1/2015,6300,INC.,,MECHANICAL FAILURE,,2015-06-231,,120.0,,,,,4,,YES,,
24/2/2015,24.0,24/2/2015,24/2/2015,2100,LLC,,LOST ELECTRICY,50,2015-6E-540,2100,,,,,,4,,YES,,
15/3/2015,15.0,16/3/2015,16/3/2015,,STUCKEY-THRASHER-A-,,60,2520,2015-6E-894,,,,,,,,,,,
26/3/2015,26.0,26/3/2015,26/3/2015,,YOUNGBLOOD SILER BESS 1H,,40,1680,2015-06-3490,,,,,,,,,YES,,
28/3/2015,28.0,28/3/2015,28/3/2015,1890,INC.,,MECHANICAL FAILURE,120,2015-06-3665,5040,,,,,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15/4/2015,15.0,14/4/2014,14/4/2014,,WEST TYLER (PALUXY BANKHEAD),,8BBL,336,2015-06-4407,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/5/2015,22.0,22/5/2015,22/5/2015,,COCLRELL,,15 BBLS,630,2015-06-6032,,,,,,,,,NO,,
7/7/2015,7.0,7/7/2015,7/7/2015,,B.E. CHANCE HEIRS #2,,25 BBLS,1050,2015-05-1964,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
7/8/2015,7.0,7/8/2015,7/8/2015,,PAYNE WELL #5,,,,2109 / 5197 (08/12/15),,,,,,,,,YES,,
23/7/2015,23.0,23/7/2015,23/7/2015,,HARDIN-SIMMONS GAS UNIT # 1,,10 BBLS,420,2015-06-8394,,,,,,,,,NO,,
14/8/2015,14.0,14/8/2015,14/8/2015,,ROW EAST OF SCOTTSVILLE COMPRESSOR STATION,,,,3147,~3 BBL,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
1/9/2015,1.0,1/9/2015,1/9/2015,,TRANSFER LINE,,,,5574,,,,,,,,,NO,,
1/9/2015,1.0,3/9/2015,3/9/2015,,JJ SMITH UNIT NO. 1,,10 BBLS,420,5814,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
20/10/2015,20.0,21/10/2015,21/10/2015,,ALEXANDER HEIRS GAS UNIT,,,,12806 / 31052,52,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,ALEXANDER HEIRS GAS UNIT,,,,12808 / 31067,63,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,FISCHER,,,,12809 / 31069,200,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,FISCHER-REDWINE,,,,12810 / 31071,68,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,1512,WHITE,,THEFT / VANDALISM,,12811 / 31068,,172.0,,,,,1,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE GAS UNIT 1 (THIS WELL USES SAME TANK BATTERY AS LAKE-HINSON-TALIAFERRO),,,,12812 / 31100,65,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE GAS UNIT 1 (THIS WELL USES SAME TANK BATTERY AS LAKE-HINSON 276297),,,,12813 / 31104,183,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE GAS UNIT 1,,,,12814 / 31072,105,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE GAS UNIT NO. 1,,,,12817 / 31073,36,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE-HINSON (THIS WELL USES SAME TANK BATTERY AS LAKE GAS UNIT 217190),,,,12818 / 31105,208,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,LAKE-HINSON,,,,12819 / 31103,183,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,1806,LAKE-HINSON-TALIAFERRO (THIS WELL USES SAME TANK BATTERY AS LAKE GAS UNIT 1),,THEFT / VANDALISM,,12820 / 31101,,60.0,,,,,1,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,REDWINE-ALEXANDER,,,,12821 / 31070,212,,,,,,,,NO,,
20/10/2015,20.0,21/10/2015,21/10/2015,,STROUD GAS UNIT NO. 1,,,,12822 / 31102,143,,,,,,,,NO,,
29/10/2015,29.0,29/10/2015,29/10/2015,42,ALBRIGHT,,,~1BBL,13904,42,,,,,,3,,YES,,
,,,,,,,,,,,,,,,,,,,,
8/12/2015,8.0,8/12/2015,8/12/2015,105000,HAWKINS FIELD UNIT,,~5BBL,210,19020,,,,,,,2,,YES,,
13/1/2016,13.0,13/1/2016,13/1/2016,,JSMS INVESTMENTS GAS UNIT,,,,23056,298,,,0,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
23/1/2016,23.0,23/1/2016,23/1/2016,20,SAMSON LONE STAR,,,,24191,100,,,,,,1,1,,,
4/2/2016,4.0,5/2/2016,5/2/2016,,BELL,,,,25861,10,,,,,,,,NO,,
24/2/2016,24.0,24/2/2016,24/2/2016,420,WATKINS,,CORROSION,,28135,,,,,,,,,,,
5/3/2016,5.0,5/3/2016,5/3/2016,,HOLLAND QUARTERS COMPRESSOR,,,,29513,5,,,,,,,,NO,,
28/3/2016,28.0,29/3/2016,29/3/2016,840,MONNIG,,CORROSION,20,32045,840,,,,,,1,,NO,,
19/4/2016,19.0,19/4/2016,19/4/2016,76,FAIR OIL,,MECHANIAL / CORROSION,MECHANICAL FAILURE / CORROSION,34699,30,,,,,,2,2,,,
23/4/2016,23.0,23/4/2016,23/4/2016,,MOORE TANK STATION,,,,35359,,,,,,,,,YES,,
28/4/2016,28.0,28/4/2016,28/4/2016,420,LLC,,MECHANICAL FAILURE,< 20 BBLS,35911,840,,,798,,,1,,NO,,
1/5/2016,1.0,2/5/2016,2/5/2016,,HARRISON CNTY. COMP. STATION,,,,36215,300 BBL,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/5/2016,29.0,29/5/2016,29/5/2016,,JOAQUIN SWD,,,,39159,,,,,,,,,NO,,
3/6/2016,3.0,3/6/2016,3/6/2016,840,WILHEIT,,CORROSION,2,39906,84,,,,,,,,NO,,
13/6/2016,13.0,13/6/2016,13/6/2016,4200,GRAVITY LINE ANDERSON PIT (32.496652,,,~5BBL,40969,210,,,,,,4,,YES,,
14/6/2016,14.0,14/6/2016,14/6/2016,,WHITEHURST,,10 GALS,10.08,41064,,,,,,,,,,,
23/6/2016,23.0,23/6/2016,23/6/2016,,TALCO WEST UNIT # 5603,,30 BARRELS,1260,42770,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6/8/2016,6.0,8/8/2016,8/8/2016,250,SULPHUR RIVR EXPL. CO.,,HOLE IN THE LINE,HOLE IN THE LINE,47625,80,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8/11/2016,8.0,8/11/2016,8/11/2016,20,ENERVEST OPERATING,,SWEDGE/BALL VALVE CORROSION,CORROSION,59937,101,,,101,,20,1,1,,,
12/12/2016,12.0,12/12/2016,12/12/2016,,FLOWELLON PIPELINE,,?,,63686,,,,,,,,,UNKNOWN,,
13/12/2016,13.0,13/12/2016,13/12/2016,0,MT. LYDIA  (SMCU - ABND TANK BATTERY),,5,210,63857,0,,,0,,SMCU,,,NO,,
19/12/2016,19.0,20/12/2016,20/12/2016,52,SAMSON LONE STAR,,LINE BROKE DUE TO EXCESSIVE COLD,WEATHER,64902,,112.0,,,52,42,1,1,,,
,,,,,,,,,,,,,,,,,,,,
21/12/2016,21.0,21/12/2016,21/12/2016,420,JORDAN,,MECHANICAL FAILURE,20,65072,840,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
4/2/2017,4.0,NOT,,8400,THOMAS MIMMS PROPERTY (GPS ~ 32.576818,,,,70633,,,,,,,2,,?,,
9/2/2017,9.0,10/2/2017,10/2/2017,,J. A. BOYETT UNIT WELL # 1,,,,71315,35,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27/3/2017,27.0,27/3/2017,27/3/2017,,UNKNOWN,,1,42,76839,,,,,,,,,YES,,
24/3/2017,24.0,24/3/2017,24/3/2017,,DAVIS SWD,,67,2814,76721 (INITIAL) / 76849 (DUPLICATE),,,,,,,,,YES,,
24/3/2017,24.0,29/3/2017,29/3/2017,2436,PONE,,TANK OVERFLOW DUE TO POWER OUTAGE,,77174,,13.0,,,13,2436,1,,,,
,,,,,,,,,,,,,,,,,,,,
31/3/2017,31.0,31/3/2017,31/3/2017,2520,GOLDSMITH,,CLOGGED GUN BARREL,8,77596,336,,,,,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8/5/2017,8.0,8/5/2017,8/5/2017,12600,CHASE CREST CIR / GPS 32.5556,,,<1BBL,82474,42,,,,,,4,,YES,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
21/6/2017,21.0,21/6/2017,21/6/2017,200,INC.,,,,88201,~1/4,,,,,,4,4,,,
,,,,,,,,,,,,,,,,,,,,
7/7/2017,7.0,7/7/2017,7/7/2017,~320,LLC,,LIGHTNING STRIKE (NO FIRE),WEATHER,90325,~5,,,,,,1,1,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24/7/2017,24.0,24/7/2017,24/7/2017,,SUNKEL PLANT (OF)-HARDEWICKE CLCTG (GT),,~5BBL,210,92819,,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
27/8/2017,27.0,27/8/2017,27/8/2017,,STEWART 68 - WELL # 7,,2,84,97120,,,,,,,,,YES,,
29/8/2017,29.0,29/8/2017,29/8/2017,504,DIERKS,,HUMAN ERROR,10,97379,420,,,,,,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
2/9/2017,2.0,2/9/2017,2/9/2017,,ELDER/SHELL CENTER-PAYNE CLCYG (GT)  PIT PERMIT #P0002249,,5,210,97746,,,,,,,,,YES,,
1/9/2017,1.0,2/9/2007,2/9/2007,20160,ENLINK MIDSTREAM,,HUMAN ERROR,0,97938,0,0.0,0,0,0,,1,,NO,,
27/9/2017,27.0,28/9/2017,28/9/2017,,JOHNSON,,50,2100,101747,,,,,,,,,NO,,
3/10/2017,3.0,3/10/2017,3/10/2017,,ODONNELL - BASS  /  WELL #5,,?,,102213,,,,,,,,,YES,,
16/10/2017,16.0,16/10/2017,16/10/2017,,TALCO WEST UNIT,,,,103887,,,,,,,,,NO,,
3/11/2017,3.0,3/11/2017,3/11/2017,29400,MCH-P-1 (PIPELINE @ 32.5534,,,,106724,,,,,,,4,,YES,,
16/11/2017,16.0,16/11/2017,16/11/2017,420,INC.,,FRICTION - PINHOLE LEAK,1/4 BBL,108712,10.5,,,,,,4,,YES,,
1/12/2017,1.0,1/12/2017,1/12/2017,,CHRISTIAN CENTER (REC)-WILSON CLCTG (GT),,,,110653,,,,,,,,,YES,,
3/12/2017,3.0,3/12/2017,3/12/2017,,WILSON - ABNEY,,0,0,110855,0,,,,,,,,,,
7/12/2017,7.0,7/12/2017,7/12/2017,840,INC.,,~5GAL,,111438,,,,,,,2,,NO,,
15/12/2017,15.0,14/12/2017,14/12/2017,2940,NE COMPRESSOR STATION @ GPS 32.1143,,,,112718,,5.0,,,,,1,,NO,,
17/12/2017,17.0,18/12/2017,18/12/2017,,CEDAR BRANCE UNIT,,~10BBL,420,112813,,,,,,,,,NO,,
22/12/2017,22.0,22/12/2017,22/12/2017,10,INC.,,CORROSION,CORROSION,113722,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8/1/2018,8.0,8/1/2018,8/1/2018,420,LP,,BACK UP,5,115081,210,,,,,,1,,NO,,
18/1/2018,18.0,18/1/2018,18/1/2018,336,HAYES,,WEATHER,13,116502,546,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,
25/2/2018,25.0,26/2/2018,26/2/2018,,THOMASON,,110,4620,121132,,,,,,,,,1,,
8/3/2018,8.0,8/3/2018,8/3/2018,21000,BLAKE,,MECHANICAL FAILURE,,122454,,,,,,,1,,NO,,
19/3/2018,19.0,20/3/2018,20/3/2018,,TJT MINERALS,,,,123911,100,,,,,,,,YES,,
2/4/2018,2.0,2/4/2018,2/4/2018,,SLACK,,143,6006,125635,,,,,,,,,NO,,
31/3/2018,31.0,1/4/2018,1/4/2018,840,HARRIS,,VALVE LEFT OPEN,10,125342,420,,,357,,756,1,,NO,,
22/4/2018,22.0,23/4/2018,23/4/2018,,COLEMAN GAS UNIT 3,,,,128570,35,,,32,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
11/5/2018,11.0,11/5/2018,11/5/2018,5040,INC.,,MECHANICAL FAILURE,10,131095,420,,,,,,,,YES,,
13/5/2018,13.0,14/5/2018,14/5/2018,,SESSION HEIRS,,,,131295,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
17/5/2018,17.0,17/5/2018,17/5/2018,300,TRERVITA,,MECHANICAL,MECHANICAL FAILURE,131896,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25/5/2018,25.0,31/5/2018,31/5/2018,1100,EOG RESOURCES,,BALL VALVE FAILURE,BALL VALVE FAILURE,133424,,,,,,,1,1,,,
4/9/2018,4.0,4/9/2018,4/9/2018,,CHEVALIER SWD,,,,145298,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/1/2019,22.0,22/1/2019,22/1/2019,,COWAN,,7,294,163242,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17/3/2019,17.0,17/3/2019,17/3/2019,,REKLAW GI 3,,,,169995,,,,,,,,,,,
18/4/2019,18.0,24/4/2019,24/4/2019,2856,SWEETMAN,,WEATHER,33,175578,1386,,,,,,1,,NO,,
22/5/2019,22.0,23/5/2019,23/5/2019,,NEAR COOPER C PAD,,,,179013,,,,,,,,,NO,,
24/5/2019,24.0,24/5/2019,24/5/2019,,OPELIKA GAS GATHERING,,,,179265,0.5,,,,,,,,YES,,
8/6/2019,8.0,8/6/2019,8/6/2019,,,,5,210,180850,,,,,,,,,YES,,
11/6/2019,11.0,11/6/2019,11/6/2019,8400,ETX ENERGY LLC,,CORROSION,,181320,,,,,,,1,,NO,,
16/6/2019,16.0,19/6/2019,19/6/2019,6300,LLC,,CORROSION,,181845,,,,,,1680,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
24/6/2019,24.0,25/6/2019,25/6/2019,,BEST SWD WELL #1,,,,183130,170,,,170,,,,,NO,,
25/6/2019,25.0,25/6/2019,25/6/2019,,REKLAW GU 3     WELL #8,,,,183205,1,,,,,,,,YES,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17/7/2019,17.0,18/7/2019,18/7/2019,,DEW SWD,,,,186184,,,,,,,,,NO,,
17/7/2019,17.0,22/7/2019,22/7/2019,,GLASPIE GU (SOUTH CARTHAGE COMPRESSOR FACILITY),,,,186758,6.5,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
22/9/2019,22.0,23/9/2019,23/9/2019,65688,LLC,,MECHANICAL FAILURE,,195317,,,,,,56952,1,,NO,,
22/10/2019,22.0,22/10/2019,22/10/2019,,SANSOM PARK UNIT,,0,0,199075,0,,,,,,,,NO,,
31/1/2020,31.0,31/1/2020,31/1/2020,,BENTON,,5,210,211881,,,,,,,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
14/1/2013,14.0,15/1/2013,15/1/2013,,NEAL B,,290,12180,245,,,,,,,1,ON LAND,YES,,
27/1/2013,27.0,28/1/2013,28/1/2013,840,INC.,,MECHANICAL FAILURE,21,462,882,,,840,,798,NON-SENSITIVE AREA,1,NON-SENSITIVE,,
30/1/2013,30.0,1/2/2013,1/2/2013,,SAU MARINER 7,,11,462,548,,,,,,,1,ON LAND,NO,,
31/1/2013,31.0,1/2/2013,1/2/2013,,PEMBROOK UNIT,,8,336,560,,,,,,,1,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/2/2013,22.0,25/2/2013,25/2/2013,,ROCKER B Q,,,,1034,,,,,,,1,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18/3/2013,18.0,18/3/2013,18/3/2013,630,Pioneer Natural Resources (acq. by ExxonMobil 2023),,,9,1781,378,,,168,,252,NON-SENSITIVE AREA,1,NON-SENSITIVE,,
24/4/2013,24.0,24/4/2013,24/4/2013,,OLSON UNIT,,15,630,3491,,,,,,,1,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
15/5/2013,15.0,14/5/2013,14/5/2013,,XBC GIDDINGS ESTATE,,15,630,4132,,,,,,,1,ON LAND,NO,,
15/5/2013,15.0,14/5/2013,14/5/2013,,XBC GIDDINGS ESTATE,,18,756,4133,,,,,,,1,ON LAND,NO,,
20/5/2013,20.0,20/5/2013,20/5/2013,6090,LLC,,MECHANICAL FAILURE,22,4301,924,,,840,,5670,NON-SENSITIVE AREA,1,NON-SENSITIVE,,
21/5/2013,21.0,21/5/2013,21/5/2013,630,LLC,,MECHANICAL FAILURE,10,4398,420,,,168,,42,SENSITIVE AREA.,2,SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
12/6/2013,12.0,11/6/2013,11/6/2013,420,LLC,,MECHANICAL FAILURE,20,5215,840,,,714,,336,NON-SENSITIVE AREA,1,NON-SENSITIVE,,
14/6/2013,14.0,13/6/2013,13/6/2013,113400,LLC,,WEATHER,350,5274,14700,,,0,,0,SENSITIVE AREA.,2,SENSITIVE,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/6/2013,22.0,22/6/2013,22/6/2013,,UNIVERSITY 10-3,,5,210,5543,,,,,,,1,ON LAND,NO,,
27/6/2013,27.0,27/6/2013,27/6/2013,,PEMBROOK UNIT,,8,336,5732,,,,,,,1,ON LAND,NO,,
30/6/2013,30.0,1/7/2013,1/7/2013,,SANGER BROS SWD,,1352,56784,5798,,,,,,,2,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
21/8/2013,21.0,22/8/2013,22/8/2013,,SHERROD UNIT,,19,798,7191,,,,,,,1,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
25/8/2013,25.0,26/8/2013,26/8/2013,420,INC.,,CORROSION,6,7355,252,,,0,,0,NON-SENSITIVE AREA,1,NON-SENSITIVE,,
30/8/2013,30.0,3/9/2013,3/9/2013,,MCNEILL,,10,420,7622,,,,,,,1,ON LAND,NO,,
5/9/2013,5.0,6/9/2013,6/9/2013,,BAKER B,,10,420,7691,,,,,,,1,ON LAND,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
